scenario_id	domain	domain_index	brief	audience_id	audience_label	reference_image	hex_1	hex_2	hex_3	hex_4	hex_5	lab_L_1	lab_a_1	lab_b_1	lab_L_2	lab_a_2	lab_b_2	lab_L_3	lab_a_3	lab_b_3	lab_L_4	lab_a_4	lab_b_4	lab_L_5	lab_a_5	lab_b_5	annotator_a1	annotator_a2	annotator_a3	annotator_kappa	design_intent_tags	annotation_date	version
CRDS-WEB-0205	web_ui	0	A travel booking platform for young adults (18-29), with a strong primary brand colour; viewed in bright outdoor settings. Mixed text and graphics. Accessibility is a key requirement and a colour-blind-friendly palette is preferred. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-WEB-0205.jpg	#1B4830	#2F654F	#7DC99B	#D5FCD6	#EFF4F7	26.96	-22.03	9.87	38.68	-23.78	7.04	75.14	-33.57	15.7	95.42	-19.49	14.08	95.9	-1.11	-2.02	A1	A2	A3	0.81	accessible;professional;playful;calm	06/04/2024	1
CRDS-WEB-0206	web_ui	0	A warehouse-management dashboard for professional / b2b, in a vibrant neon style; must remain legible in small thumbnails. Type-heavy layout. The work must hold up against busy backgrounds in the deployment context. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-WEB-0206.jpg	#1E2327	#40464F	#6A7075	#E4E5E8	#F2FAFF	13.38	-1.14	-3.43	29.5	-0.23	-6.21	46.89	-1.19	-3.55	90.94	0.21	-1.57	97.82	-1.72	-3.3	A1	A2	A3	0.88	calm;energetic;minimal	05/04/2024	1
CRDS-WEB-0207	web_ui	0	A online-voting portal for general adults (30-49), respecting WCAG-AAA contrast; intended as a fresh visual identity. Strong use of negative space. Long-form reading is the primary mode of consumption. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#0E213C	#224477	#5EA4D9	#CFDCE9	#E9ECF2	12.65	3.02	-19.66	28.92	6.09	-32.83	64.91	-6.78	-33.58	87.16	-1.83	-7.85	93.33	0.09	-3.25	A1	A2	A3	0.76	playful;focused;professional	07/04/2024	1
CRDS-WEB-0208	web_ui	0	A donation platform for general adults (30-49), tested under colour-vision-deficiency simulation; must reproduce well in print. Symmetrical composition. The atmosphere should feel approachable and human. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-WEB-0208.jpg	#10233D	#1C4177	#50A3D2	#CDD7E3	#E0E4ED	13.53	2.38	-18.98	27.73	7.18	-34.73	63.8	-11.12	-31.48	85.57	-1.06	-7.05	90.53	0.32	-4.84	A1	A2	A3	0.76	focused;clarity;modern	05/04/2024	1
CRDS-WEB-0209	web_ui	0	A warehouse-management dashboard for professional / b2b, in a dark-mode-first treatment; primarily viewed on desktop screens. Symmetrical composition. Long-form reading is the primary mode of consumption. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-WEB-0209.jpg	#102748	#265883	#4E90CD	#D1DDE6	#EDF2F8	15.64	4.12	-23.26	36.04	-1.74	-28.99	58.01	-2.41	-37.71	87.48	-2.29	-5.78	95.28	-0.56	-3.46	A1	A2	A3	0.78	professional;official;dynamic;minimal	07/04/2024	1
CRDS-WEB-0210	web_ui	0	A podcast-listening application for young adults (18-29), with seasonal-winter overtones; primarily viewed on mobile devices. Image-heavy layout. Status indicators (success, warning, error) must be clearly distinguishable. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-WEB-0210.jpg	#FFD401	#F7990B	#2A8EB9	#8CCAE0	#003151	86.18	-0.4	86.52	71.27	26.95	74.73	55.42	-13.55	-30.52	77.99	-14.32	-17.19	19.18	-1.33	-23.75	A1	A2	A3	0.8	playful;focused;friendly	06/04/2024	1
CRDS-WEB-0211	web_ui	0	A insurance-claim tracker for general adults (30-49), with a tactile, organic feeling; intended for digital-only display. Asymmetrical composition. This is a fresh brand expression with no prior colour constraints. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-WEB-0211.jpg	#0E3248	#19537B	#5E93DF	#EAEEF1	#EFF5FD	19.4	-4.07	-17.32	33.61	-3.58	-27.91	60.4	4.81	-43.97	93.88	-0.79	-1.91	96.31	-0.52	-4.52	A1	A2	A3	0.86	trust;modern;official	06/04/2024	1
CRDS-WEB-0212	web_ui	0	A real-estate listing site for professional / b2b, evoking modernity; viewed in low-light indoor settings. Image-heavy layout. Status indicators (success, warning, error) must be clearly distinguishable. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B		#0D2740	#205778	#4D84CC	#E9ECF2	#EAECF0	14.99	0.11	-18.77	34.96	-6.23	-23.92	54.49	4.13	-42.69	93.33	0.09	-3.25	93.35	0.05	-2.17	A1	A2	A3	0.71	clarity;calm;modern	07/04/2024	1
CRDS-WEB-0213	web_ui	0	A learning-management platform for young adults (18-29), in a playful, hand-drawn style; intended as a fresh visual identity. Symmetrical composition. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-WEB-0213.jpg	#F96C60	#FFCA2E	#9ECF21	#1E6EBE	#5E4791	63.11	53.13	33.71	83.81	5.4	77.36	77.28	-38.03	71.99	45.83	6.08	-48.53	35.85	27.2	-37.6	A1	A2	A3	0.75	playful;clarity;energetic;minimal	05/04/2024	1
CRDS-WEB-0214	web_ui	0	A music-streaming application for general adults (30-49), with a digital, futuristic look; must work in monochrome fallback. Layout uses a clear visual hierarchy. The work must hold up against busy backgrounds in the deployment context. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#0E3146	#1B5582	#548FD1	#D3DDE5	#FFFFFF	18.94	-4.22	-16.69	34.68	-1.85	-30.54	58.16	0.63	-39.7	87.59	-1.83	-5.07	100.0	-0.0	0.0	A1	A2	A3	0.76	neutral;accessible;minimal	05/04/2024	1
CRDS-WEB-0215	web_ui	0	A appointment-booking site for professional / b2b, with a strong photographic anchor; primarily viewed on mobile devices. Type-heavy layout. Tone should feel premium without being intimidating. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B		#000000	#212121	#977E5A	#D6B03E	#FCFCFA	0.0	0.0	0.0	12.74	-0.0	0.0	54.28	4.38	23.2	73.35	2.04	60.75	98.91	-0.35	0.95	A1	A2	A3	0.81	playful;minimal;dynamic	06/04/2024	1
CRDS-WEB-0216	web_ui	0	A loyalty-program account page for professional / b2b, favouring earth tones; primarily viewed on mobile devices. Type-heavy layout. Surrounding visual elements (typography, photography) are already established. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-WEB-0216.jpg	#00396A	#0B4DA1	#FFFFFF	#FFB500	#080808	23.56	4.32	-33.18	33.88	14.76	-50.69	100.0	-0.0	0.0	78.64	15.59	81.41	2.19	-0.0	0.0	A1	A2	A3	0.77	clarity;official	05/04/2024	1
CRDS-WEB-0217	web_ui	0	A language-learning platform for professional / b2b, with a digital, futuristic look; must remain legible in small thumbnails. Symmetrical composition. Cultural connotations of certain colours should be considered for the target market. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-WEB-0217.jpg	#0D223F	#184673	#5DA9D8	#E8ECF0	#F5F5F5	13.16	3.38	-20.97	28.93	1.58	-30.31	66.26	-10.05	-30.95	93.21	-0.61	-2.4	96.54	-0.0	0.0	A1	A2	A3	0.81	energetic;professional;modern	06/04/2024	1
CRDS-WEB-0218	web_ui	0	A educational quiz application for professional / b2b, with seasonal-summer overtones; must remain legible in small thumbnails. Symmetrical composition. The atmosphere should feel approachable and human. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B		#F6A60B	#F59600	#1BABBA	#88C4E0	#00334A	74.12	19.71	76.64	70.34	27.59	75.37	64.08	-29.7	-17.8	76.13	-12.24	-20.03	19.48	-5.86	-18.57	A1	A2	A3	0.77	friendly;playful;dynamic	06/04/2024	1
CRDS-WEB-0219	web_ui	0	A travel booking platform for older adults (50+), evoking modernity; intended for digital-only display. Asymmetrical composition. Brand identity is established and the palette must respect existing guidelines. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)	images/CRDS-WEB-0219.jpg	#FFA903	#F77A00	#2195BC	#91C8DF	#002943	75.85	21.87	79.22	64.72	42.68	72.04	57.51	-17.25	-28.99	77.67	-12.2	-17.11	15.44	-2.1	-20.16	A1	A2	A3	0.75	clarity;energetic	08/04/2024	1
CRDS-WEB-0220	web_ui	0	A team-messaging client for young adults (18-29), in a playful, hand-drawn style; must reproduce well in print. Asymmetrical composition. The work must hold up against busy backgrounds in the deployment context. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-WEB-0220.jpg	#1F2428	#464D51	#6D7479	#DEE6EA	#F3F5F6	13.86	-1.14	-3.42	32.27	-1.86	-3.33	48.41	-1.55	-3.66	90.81	-1.93	-2.87	96.42	-0.48	-0.71	A1	A2	A3	0.75	accessible;minimal;focused	06/04/2024	1
CRDS-WEB-0221	web_ui	0	A investment-management tool for general adults (30-49), tested under colour-vision-deficiency simulation; must respect existing brand-colour guidelines. Image-heavy layout. Surrounding visual elements (typography, photography) are already established. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#1A392A	#28604B	#81D0A8	#D8F4D9	#F9F9F9	21.26	-15.82	5.86	36.6	-24.09	6.5	77.64	-33.11	12.3	93.58	-14.05	9.95	97.93	-0.0	0.0	A1	A2	A3	0.84	reassuring;calm	06/04/2024	1
CRDS-WEB-0222	web_ui	0	A calendar and scheduling app for older adults (50+), in a strict geometric style; must respect existing brand-colour guidelines. Type-heavy layout. Cultural connotations of certain colours should be considered for the target market. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)		#00295C	#0B54AC	#FBFBFB	#FFB500	#090808	17.26	9.63	-34.17	36.72	14.56	-52.66	98.62	-0.0	0.0	78.64	15.59	81.41	2.25	0.26	0.09	A1	A2	A3	0.79	clarity;reassuring;official;energetic	06/04/2024	1
CRDS-WEB-0223	web_ui	0	A job-search portal for older adults (50+), with a luxurious metallic accent; must work in monochrome fallback. Layout uses a clear visual hierarchy. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)	images/CRDS-WEB-0223.jpg	#112D3E	#204471	#59A3D6	#CFD9E8	#F7F7F7	17.2	-4.16	-13.91	28.47	3.38	-29.77	64.3	-8.16	-32.89	86.36	-0.46	-8.5	97.23	-0.0	0.0	A1	A2	A3	0.83	playful;minimal;dynamic;clarity	06/04/2024	1
CRDS-WEB-0224	web_ui	0	A appointment-booking site for professional / b2b, with a high-contrast monochromatic look; viewed in bright outdoor settings. Single hero anchor with supporting elements. Accessibility is a key requirement and a colour-blind-friendly palette is preferred. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-WEB-0224.jpg	#0E2D41	#205478	#5B9ED2	#E4EEF5	#F0F0F0	17.23	-3.54	-15.93	33.99	-4.35	-25.44	62.78	-6.22	-33.02	93.55	-2.0	-4.52	94.8	-0.0	0.0	A1	A2	A3	0.72	official;focused;friendly	07/04/2024	1
CRDS-WEB-0225	web_ui	0	A food-delivery app for older adults (50+), using a soft pastel palette; must reproduce well on backlit large-format displays. Asymmetrical composition. The work must hold up against busy backgrounds in the deployment context. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)	images/CRDS-WEB-0225.jpg	#122944	#1E4775	#5F90D1	#E8EFF4	#F6F6F6	16.16	1.34	-19.66	29.58	2.61	-30.53	58.96	2.3	-38.42	94.06	-1.4	-3.22	96.88	-0.0	0.0	A1	A2	A3	0.76	clarity;friendly;dynamic	06/04/2024	1
CRDS-WEB-0226	web_ui	0	A learning-management platform for young adults (18-29), in a strict geometric style; must respect existing brand-colour guidelines. Type-heavy layout. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-WEB-0226.jpg	#040A65	#04468A	#0074BD	#0598C7	#4FC5E2	10.43	34.93	-51.4	30.01	9.51	-42.95	47.19	0.38	-45.81	58.61	-16.5	-33.5	74.24	-24.18	-24.19	A1	A2	A3	0.76	modern;energetic	07/04/2024	1
CRDS-WEB-0227	web_ui	0	A library-catalogue search for mixed / accessibility-first, with seasonal-spring overtones; must reproduce well in print. Image-heavy layout. The work must hold up against busy backgrounds in the deployment context. The colour palette should reflect the context, audience, and intent described above.	U07	Mixed / accessibility-first		#013C70	#074EAE	#FEFAFA	#FFAE00	#000000	24.97	4.96	-34.75	35.1	19.27	-56.48	98.57	1.32	0.47	77.0	19.24	80.31	0.0	0.0	0.0	A1	A2	A3	0.71	friendly;accessible;clarity	07/04/2024	1
CRDS-WEB-0228	web_ui	0	A project-management tool for general adults (30-49), respecting WCAG-AAA contrast; must reproduce well on backlit large-format displays. Type-heavy layout. The work must hold up against busy backgrounds in the deployment context. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-WEB-0228.jpg	#0A243C	#205175	#5695D1	#CFD9E6	#EDF0F3	13.55	0.02	-18.26	32.87	-3.59	-25.34	59.96	-2.45	-36.88	86.31	-0.86	-7.53	94.65	-0.46	-1.79	A1	A2	A3	0.68	focused;energetic	07/04/2024	1
CRDS-WEB-0229	web_ui	0	A donation platform for young adults (18-29), tested under colour-vision-deficiency simulation; viewed in low-light indoor settings. Symmetrical composition. The palette should feel current but should not chase fleeting trends. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-WEB-0229.jpg	#0B2A3C	#214E7E	#5091CD	#C7D6E4	#EBF0F8	15.76	-4.1	-14.77	32.43	1.98	-31.62	58.38	-2.61	-37.13	84.91	-2.27	-8.6	94.64	-0.19	-4.43	A1	A2	A3	0.69	clarity;professional;reassuring;minimal	07/04/2024	1
CRDS-WEB-0230	web_ui	0	A museum-collection browser for children (under 12), in a dark-mode-first treatment; intended for digital-only display. Mixed text and graphics. The atmosphere should feel approachable and human. The colour palette should reflect the context, audience, and intent described above.	U01	Children (under 12)	images/CRDS-WEB-0230.jpg	#1100F5	#A305F2	#F907A2	#FE5E00	#0A091C	31.14	76.91	-104.16	44.67	83.34	-79.63	54.98	85.69	-16.17	60.85	58.08	70.47	3.1	4.33	-10.84	A1	A2	A3	0.81	reassuring;professional;dynamic	07/04/2024	1
CRDS-WEB-0231	web_ui	0	A library-catalogue search for general adults (30-49), favouring earth tones; must respect existing brand-colour guidelines. Multi-column grid. The palette should feel current but should not chase fleeting trends. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-WEB-0231.jpg	#25282E	#434C54	#69717A	#D8DADD	#FEFEFE	16.04	0.25	-4.38	31.81	-1.63	-5.94	47.26	-1.02	-6.0	86.98	-0.13	-1.71	99.65	-0.0	0.0	A1	A2	A3	0.72	minimal;calm;neutral;playful	08/04/2024	1
